Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1689195600.0 1000.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1689195600.0 1001.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1689195600.0 1001.3 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1689195600.0 1002.3 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1689195600.0 1005.0 NA 177 110 0 NA NA 3692 3580 0 NA NA 1534 541 180 NA NA 1500 566 201 NA
1689195600.0 101.0 120 NA NA NA NA 3635 NA NA NA NA 2855 NA NA NA NA 2031 NA NA NA NA
1689195600.0 1010.0 NA 54 62 0 NA NA 3478 3484 0 NA NA 308 606 526 NA NA 386 634 564 NA
1689195600.0 102.0 120 NA NA NA NA 3619 NA NA NA NA 2278 NA NA NA NA 1791 NA NA NA NA
1689195600.0 1020.0 NA 48 52 0 44 NA 3495 3464 0 3490 NA 539 291 192 346 NA 606 344 220 409
1689195600.0 103.0 80 131 313 NA NA 3544 3560 3825 NA NA 1945 474 4309 NA NA 1674 456 4369 NA NA
1689195600.0 1040.1 NA 82 46 0 NA NA 3523 3455 0 NA NA 741 398 193 NA NA 847 440 220 NA
1689195600.0 1041.0 NA 90 48 0 NA NA 3520 3466 0 NA NA 570 287 153 NA NA 663 318 174 NA
1689195600.0 1042.0 NA 76 52 0 NA NA 3523 3461 0 NA NA 1125 464 126 NA NA 1174 458 152 NA
1689195600.0 1043.0 NA 80 52 0 NA NA 3499 3464 0 NA NA 681 439 127 NA NA 570 457 150 NA
1689195600.0 1044.0 NA 64 60 0 NA NA 3508 3489 0 NA NA 663 645 121 NA NA 562 550 138 NA
1689195600.0 1045.0 NA 61 53 0 NA NA 3502 3487 0 NA NA 730 603 120 NA NA 616 507 139 NA
1689195600.0 1052.0 NA 177 112 0 NA NA 3708 3582 0 NA NA 1245 707 127 NA NA 1243 728 152 NA
1689195600.0 1052.1 NA 102 0 NA NA NA 3590 0 NA NA NA 631 147 NA NA NA 668 169 NA NA
1689195600.0 106.0 79 0 0 NA NA 3530 0 0 NA NA 1726 272 3919 NA NA 1558 270 3828 NA NA
1689195600.0 1060.1 NA 113 NA NA NA NA 3597 NA NA NA NA 1846 NA NA NA NA 1323 NA NA NA
1689195600.0 1060.2 NA 119 NA NA NA NA 3589 NA NA NA NA 1593 NA NA NA NA 1264 NA NA NA
1689195600.0 110.0 80 152 316 NA NA 3538 3569 3814 NA NA 1843 1050 4453 NA NA 1460 1035 4466 NA NA
1689195600.0 11024.6 NA 466 816 0 137 NA 4074 4533 0 3575 NA 14759 12199 1480 1419 NA 4745 6608 1520 1856
1689195600.0 11025.0 NA 490 802 0 138 NA 4074 4533 0 3560 NA 13998 10377 1426 948 NA 4648 5593 2064 944
1689195600.0 111.0 101 156 324 NA NA 3598 3578 3850 NA NA 3285 816 4956 NA NA 1779 618 4521 NA NA
1689195600.0 11634.911 111 221 527 0 120 3567 3679 4096 0 3554 7924 3252 7529 3762 1634 3465 1695 4977 3874 1425
1689195600.0 119.0 96 156 321 NA NA 3593 3579 3812 NA NA 3273 883 4572 NA NA 1749 589 4195 NA NA
1689195600.0 120.0 88 140 315 NA NA 3548 3564 3814 NA NA 1506 810 4493 NA NA 1300 564 4173 NA NA
1689195600.0 123.1 382 NA NA NA NA 3904 NA NA NA NA 2523 NA NA NA NA 1807 NA NA NA NA
1689195600.0 123.2 388 NA NA NA NA 3888 NA NA NA NA 3502 NA NA NA NA 2301 NA NA NA NA
1689195600.0 123.3 322 NA NA NA NA 3816 NA NA NA NA 2133 NA NA NA NA 1555 NA NA NA NA
1689195600.0 124.1 379 NA NA NA NA 3870 NA NA NA NA 2801 NA NA NA NA 2097 NA NA NA NA
1689195600.0 124.2 387 NA NA NA NA 3881 NA NA NA NA 2139 NA NA NA NA 1479 NA NA NA NA
1689195600.0 124.4 385 NA NA NA NA 3867 NA NA NA NA 1944 NA NA NA NA 1433 NA NA NA NA
1689195600.0 124.5 379 NA NA NA NA 3877 NA NA NA NA 2821 NA NA NA NA 2059 NA NA NA NA
1689195600.0 124.6 314 NA NA NA NA 3798 NA NA NA NA 2054 NA NA NA NA 1507 NA NA NA NA
1689195600.0 128.0 88 162 314 NA NA 3535 3562 3823 NA NA 1472 982 4177 NA NA 1288 673 4374 NA NA
1689195600.0 129.0 89 140 312 NA NA 3540 3568 3815 NA NA 1489 894 4403 NA NA 1319 637 4463 NA NA
1689195600.0 1306.0 NA 179 352 0 NA NA 3642 3886 0 NA NA 934 4376 963 NA NA 674 4043 1004 NA
1689195600.0 131.0 79 157 311 NA NA 3538 3565 3811 NA NA 2290 961 4181 NA NA 1510 667 4204 NA NA
1689195600.0 134.0 NA 322 59 0 NA NA 3869 3454 0 NA NA 9154 305 179 NA NA 5559 340 212 NA
1689195600.0 136.72411 NA 202 0 NA NA NA 3689 0 NA NA NA 5751 349 NA NA NA 3570 382 NA NA
1689195600.0 136.76 NA 147 414 0 NA NA 3580 3990 0 NA NA 1370 38886 781 NA NA 701 13075 1145 NA
1689195600.0 136.761 NA 114 405 0 NA NA 3577 3991 0 NA NA 931 46836 404 NA NA 490 15027 433 NA
1689195600.0 136.762 NA 115 384 0 NA NA 3582 3965 0 NA NA 920 38164 395 NA NA 506 12115 419 NA
1689195600.0 136.766 NA 114 391 0 NA NA 3582 3970 0 NA NA 1014 43982 430 NA NA 556 15822 456 NA
1689195600.0 136.7802 NA 92 0 NA NA NA 3516 0 NA NA NA 1012 418 NA NA NA 1100 462 NA NA
1689195600.0 136.782 NA 180 566 0 NA NA 3595 4277 0 NA NA 812 36747 1006 NA NA 467 13072 1047 NA
1689195600.0 136.819 NA 135 524 0 NA NA 3606 4229 0 NA NA 914 25877 480 NA NA 512 9402 505 NA
1689195600.0 136.824 NA 137 515 0 NA NA 3605 4257 0 NA NA 876 44008 1012 NA NA 493 14574 1211 NA
1689195600.0 136.828 NA 141 562 0 NA NA 3605 4296 0 NA NA 1066 45614 1322 NA NA 591 15177 1369 NA
1689195600.0 136.829 NA 134 512 0 NA NA 3606 4277 0 NA NA 777 36188 959 NA NA 475 13745 992 NA
1689195600.0 136.831 NA 136 518 0 NA NA 3610 4197 0 NA NA 888 47430 959 NA NA 516 15374 994 NA
1689195600.0 136.832 NA 134 534 0 NA NA 3590 4309 0 NA NA 954 43312 952 NA NA 561 13958 987 NA
1689195600.0 136.833 NA 133 474 0 NA NA 3596 4180 0 NA NA 1512 26884 869 NA NA 835 8892 903 NA
1689195600.0 136.835 NA 146 636 0 NA NA 3609 4444 0 NA NA 1063 33537 1002 NA NA 583 13284 1036 NA
1689195600.0 136.836 NA 137 523 0 NA NA 3601 4309 0 NA NA 921 27487 470 NA NA 528 9116 502 NA
1689195600.0 136.837 NA 182 616 0 NA NA 3602 4390 0 NA NA 961 33891 879 NA NA 542 12379 1132 NA
1689195600.0 136.842 NA 164 461 0 NA NA 3601 4207 0 NA NA 794 45173 493 NA NA 467 15809 527 NA
1689195600.0 136.843 NA 130 473 0 NA NA 3600 4190 0 NA NA 994 46769 474 NA NA 695 14649 505 NA
1689195600.0 136.848 NA 172 469 0 NA NA 3607 4158 0 NA NA 949 45734 897 NA NA 522 14881 934 NA
1689195600.0 136.849 NA 182 526 0 NA NA 3605 4235 0 NA NA 802 27603 1012 NA NA 561 10444 1050 NA
1689195600.0 136.851 NA 136 527 0 NA NA 3608 4261 0 NA NA 1021 30173 1252 NA NA 594 11606 1720 NA
1689195600.0 136.861 NA 182 552 0 NA NA 3596 4254 0 NA NA 551 36524 1022 NA NA 368 12563 1075 NA
